0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,369
370,370
371,371
372,372
373,373
374,374
375,375
376,376
377,377
378,378
379,379
380,380
381,381
382,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
390,390
391,391
392,392
393,393
394,394
395,395
396,396
397,397
398,398
399,399
400,400
401,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
409,409
410,410
411,411
412,412
413,413
414,414
415,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,430
431,431
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
449,449
450,450
451,451
452,452
453,453
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,465
466,466
467,467
468,468
469,469
470,470
471,471
472,472
473,473
474,474
475,475
476,476
477,477
478,478
479,479
480,480
481,481
482,482
483,483
484,484
485,485
486,486
487,487
488,488
489,489
490,490
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,498
499,499
500,500
501,501
502,502
503,503
504,504
505,505
506,506
507,507
508,508
509,509
510,510
511,511

0,145,0.010078
0,293,7.558497
0,373,5.332345
1,385,0.479976
2,138,6.796171
2,151,3.841186
2,240,8.311344
3,118,0.544082
3,120,6.714782
5,494,3.840322
6,23,4.180685
6,58,5.893877
6,60,8.463207
8,264,0.928729
8,321,4.165834
8,328,9.104105
9,116,2.631905
9,155,7.363458
9,168,6.330059
9,224,9.910463
11,56,2.477918
12,315,7.229377
13,268,6.518671
13,365,6.320031
14,116,2.734373
14,171,7.667283
14,476,2.385367
15,109,3.599057
15,259,4.870309
15,463,9.092989
16,435,9.047484
17,304,5.167757
18,26,9.866555
18,137,2.668784
18,484,9.478165
19,16,5.012064
19,27,2.778047
19,54,5.302176
19,191,9.410390
19,313,7.617527
20,22,8.279895
20,89,0.168518
21,55,8.683789
22,206,7.364883
24,20,9.994584
24,37,2.339617
25,348,3.516642
25,492,5.915225
26,27,4.126687
28,304,2.700480
29,65,5.377667
29,284,2.879252
30,277,1.545663
32,103,8.026033
32,224,5.349154
33,1,9.554054
33,118,5.550293
33,364,6.252244
34,122,1.606078
34,161,7.149953
34,162,0.918993
34,338,0.039966
35,1,0.278494
35,243,9.379594
35,313,1.817150
35,485,8.871037
36,292,1.511847
36,299,3.864289
38,47,5.002413
39,295,5.875994
40,5,5.905185
40,28,5.565900
40,221,9.833218
40,428,1.426780
40,447,2.528743
41,3,4.645665
41,65,1.269048
41,353,3.199304
42,29,1.275854
42,269,6.220124
42,360,2.485939
43,3,3.899249
43,47,0.293468
43,107,4.270709
43,319,9.475393
43,353,1.320573
44,248,0.930815
44,330,0.719925
45,379,2.538043
46,42,7.833700
46,174,3.501746
46,391,8.091356
48,60,6.519944
48,436,6.799128
49,55,2.508755
49,418,4.717911
50,60,6.007933
50,279,7.560877
50,507,9.514161
52,84,4.398910
52,213,6.892919
52,312,9.871584
52,318,8.514184
53,121,5.378883
53,143,1.043305
53,304,5.771399
53,373,4.405986
54,7,8.693945
54,366,8.009196
54,371,7.419742
55,45,8.861451
56,18,7.137089
57,2,6.680114
57,164,2.003552
57,313,8.660168
58,103,5.444044
58,162,4.508971
58,299,2.163165
58,505,3.164167
59,63,8.816226
59,504,4.680642
60,52,3.657929
60,61,9.991175
62,27,6.308578
62,509,0.015944
63,208,7.735787
63,269,3.198584
64,99,2.060566
64,172,7.092117
64,262,0.954543
65,15,7.642408
65,192,2.146383
65,205,0.819797
66,10,9.522075
66,91,3.904637
66,290,6.924768
67,2,7.770890
67,75,4.230374
67,91,1.947735
68,142,1.926320
68,486,2.448102
70,111,1.373185
70,202,6.014091
70,260,8.285264
71,194,9.879491
72,252,2.343656
72,344,2.201912
73,187,6.963113
73,200,6.965466
73,237,6.698511
74,6,0.573842
74,76,2.277807
74,400,7.001346
75,192,7.628082
75,201,5.543574
75,492,3.303367
77,79,1.439022
78,202,4.858399
79,76,8.134524
79,203,7.392576
80,13,1.361969
81,210,3.114281
82,16,5.185655
82,121,2.595839
82,474,3.936246
83,51,4.764203
83,173,2.800138
83,450,3.703723
85,86,6.721124
85,168,5.144224
85,385,7.210471
85,477,4.612366
86,114,3.222385
86,204,5.176282
86,368,4.024311
87,444,9.865162
87,503,6.704283
89,69,5.421685
89,489,8.294095
90,78,2.749355
90,124,5.465905
90,175,2.673467
90,216,2.474864
91,379,6.943296
92,134,8.172842
92,149,1.615882
92,216,7.081185
93,25,5.828387
93,460,9.915415
94,10,2.802322
94,118,1.720077
94,382,4.961954
95,246,1.639180
95,343,7.832090
95,477,4.369893
95,478,5.852024
97,84,0.677829
97,425,3.903417
98,42,3.863837
98,246,6.593943
99,85,5.391226
99,129,8.161162
99,255,6.864155
100,92,0.103382
100,295,5.214391
100,452,2.214645
100,484,0.715642
100,486,7.240400
102,55,0.515520
102,106,4.577047
102,182,4.470431
103,83,2.866564
103,99,6.959418
105,225,6.814833
105,301,0.584178
105,426,5.428508
106,192,8.563364
107,123,3.781729
109,173,5.765968
110,108,6.796529
110,254,0.365521
111,65,9.733823
111,335,3.519674
112,61,6.080039
112,273,5.533093
112,384,3.575681
113,355,9.742781
114,222,2.522761
115,37,8.132350
115,82,2.453416
115,99,6.951616
115,114,2.643566
115,499,1.174545
116,22,1.145620
116,24,0.070733
116,281,5.997599
117,46,0.834240
117,101,3.759348
117,356,1.245137
118,127,0.306057
119,123,4.947504
120,54,9.340964
120,76,3.602982
120,306,5.004554
120,354,6.722316
120,504,7.570134
121,233,2.313413
122,125,5.630394
122,492,6.169938
123,27,2.255764
124,28,6.533586
